id,filename,long_filename,Title,Author,Derived Date,Publication Place,Publisher,Keywords,Cluster,Genre,Group,Token Count
29,A01219.headed.txt,A01219_1566_Anorationagainstthev.txt,"An oration against the vnlawfull insurrections of the protestantes of our time, vnder pretence to refourme religion. Made and pronounced in Latin, in the Schole of Artes at Louaine, the .xiij. of December. Anno. 1565. By Peter Frarin of Andwerp, M. of Art","Frarinus, Petrus.|Fowler, John, 1537-1579,",1566,,"Ex officina Ioannis Fouleri,",Protestantism -- Controversial literature -- Early works to 1800.,1,Oration,1560,30527
30,A01222.headed.txt,A01222_1604_Offermaidtoagentilma.txt,"Offer maid to a gentilman of qualitie by Iohn Fraser, to subscribe and embrace the ministers of Scotlands religion, if they can sufficientlie proue, that they haue the true kirk and lawful calling. VVhereto ar[e] adioyned certaine reasons and consideratio","Fraser, John, d. 1605.",1604,At Paris :,"Printed by Stephane Prevosteau, in the rue of S. Io. de Lateran, besyd the college of Cambray,",Church of Scotland -- Controversial literature.|Catholic Church -- Controversial literature.,1,Religious Prose,1600,32666
31,A01233.headed.txt,A01233_1632_TvvosparekeyestotheI.txt,,"Francke, Christian, b. 1549.|Freake, William,|Camilton, John.",1632,London :,"Printed by B[ernard] A[lsop] and T[homas] F[awcet] for George Giebes, and are to be sold at his shop at the Flower de Luce, by the little south-doore of St. Pauls Church,",Jesuits -- Controversial literature -- Early works to 1800.,6,Religious Prose,1630,17307
32,A01247.headed.txt,A01247_1629_Articlesagreedvponan.txt,"Articles agreed vpon and concluded between the victorious, excellent, high and mighty prince and lord, Frederick Henry, Prince of Orange, Count of Nassaw, c. on the one part, and the vanquished towne of S'hertogenbosh on the other side. And also, how the ","Frederick Henry, Prince of Orange, 1584-1647.",1629,London :,"Printed for Nicholas Bourne, and are to bee sold at his shop, at the south entrance of the Royall Exchange,",,8,Legal Decree,1620,2852
33,A01283.headed.txt,A01283_1539_Thestrategemessleygh.txt,"The strategemes, sleyghtes, and policies of warre, gathered togyther, by S. Iulius Frontinus, and translated into Englyshe, by Rycharde Morysine.|Strategematica. English|Strategematica.","Frontinus, Sextus Julius.|Morison, Richard, d. 1556,",1539,[Londini :,,Military art and science -- Early works to 1800.,7,Nonfictional Prose,1530,42995
34,A01320.headed.txt,A01320_1573_Prlectionsvponthesac.txt,,"Fulke, William, 1538-1589.|Gifford, George, d. 1620,",1573,Imprinted at London :,"By Thomas Purfoote, at the signe of the Lucrece,",Bible. -- N.T. -- Revelation -- Commentaries -- Early works to 1800.,1,Religious Prose,1570,129706
35,A01324.headed.txt,A01324_1581_AreioyndertoBristows.txt,"A reioynder to Bristows replie in defence of Allens scroll of articles and booke of purgatorie. Also the cauils of Nicholas Sander D. in Diuinitie about the supper of our Lord, and the apologie of the Church of England, touching the doctrine thereof, conf","Fulke, William, 1538-1589.",1581,At London :,"Printed by H. Middleton for George Bishop,","Bristow, Richard, -- 1538-1581. -- Reply to Fulke.|Sander, Nicholas, -- 1530?-1581. -- Supper of our Lord.",1,Religious Prose,1580,336610
36,A01327.headed.txt,A01327_1571_AsermonpreachedatHam.txt,"A sermon preached at Hampton Court on Sonday being the 12. day of Nouember, in the yeare of our Lord. 1570. VVherein is plainly proued Babylon to be Rome, both by Scriptures and doctors. Preached by VVilliam Fulke Bacheler of Diuinity, and fellow of S. Io","Fulke, William, 1538-1589.",1571,Imprinted at London :,"By Iohn Awdely,","Sermons, English -- 16th century.",1,Sermons,1570,15371
37,A01349.headed.txt,A01349_1540_IoannisPalsgrauiLond.txt,"Ioannis Palsgraui Londoniensis, ecphrasis Anglica in comoediam Acolasti. The comedye of Acolastus translated into oure englysshe tongue, after suche maner as chylderne are taught in the grammer schole, fyrst worde for worde, as the latyne lyeth, and after","Gnaphaeus, Gulielmus, 1493-1568.|Palsgrave, John, d. 1554,",1540,[Impress. Lond. :,,Latin language -- Readers.,12,Drama,1540,72567
38,A01366.headed.txt,A01366_1537_Agaynstthepossessyon.txt,"Agaynst the possessyons of the clergye. Harkyn what great auctorytes shall nowe folowe, for proffe thereof.","Fyloll, Jasper.",1537,[London :,"J. Skot,",Catholic Church -- Clergy -- England.|Catholic Church -- Controversial literature -- Early works to 1800.|Catholic Church -- Doctrines -- Early works to 1800.,1,Religious Prose,1530,5929
39,A01387.headed.txt,A01387_1571_SaluteminChristoGood.txt,Salutem in Christo.|Good men and euill delite in contraryes.,"R. G., fl. 1571.|Grafton, Richard, d. 1572?,|Burghley, William Cecil, 1520-1598,",1571,[London :,"Printed by John Day,","Norfolk, Thomas Howard, -- Duke of, -- 1538-1572.",7,History,1570,2119
40,A01428.headed.txt,A01428_1621_LinsiwoolsieOrTwocen.txt,Linsi-woolsie. Or Two centuries of epigrammes. Written by William Gamage Batchelour in the Artes.|Linsi-woolsie|Two centuries of epigrammes.,"Gamage, William.",1621,London :,"Printed by Aug. Mathewes for Henry Bell, and are to besold [sic] at his shop in Bethelem without Bishops Gate, at the signe of the Sunne,","Epigrams, English -- Early works to 1800.",19,Verse Collection,1620,15746
41,A01468.headed.txt,A01468_1553_Anadmonishiontothebi.txt,"An admonishion to the bishoppes of VVinchester, London and others c.|Admonishion to the bishoppes of Winchester, London and others c.|Admonishion to the bishoppes of Winchester, London and others c.","Bale, John, 1495-1563.",1553,Roane [i.e. London?] :,"By Michael Wood [i.e. John Day],","Gardiner, Stephen, -- bp. of Winchester, -- 1483?-1555.|Church of England -- Controversial literature -- Anglican authors.",1,Religious Prose,1550,3918
42,A01472.headed.txt,A01472_1618_GreatBrittanslittlec.txt,,"Garey, Samuel, 1582 or 3-1646.",1618,London :,"Printed by Iohn Beale for Henry Fetherstone, and Iohn Parker,","Gunpowder Plot, 1605 -- Early works to 1800.|Gowrie Conspiracy, 1600 -- Early works to 1800.",1,Religious Prose,1610,112461
43,A01512.headed.txt,A01512_1600_Thehospitallofincura.txt,"The hospitall of incurable fooles: erected in English, as neer the first Italian modell and platforme, as the vnskilfull hand of an ignorant architect could deuise.|Hospidale de' pazzi incurabili. English|L'hospidale de' pazzi incurabili.","Garzoni, Tomaso, 1549?-1589.|Nash, Thomas, 1567-1601.|Blount, Edward, fl. 1588-1632.",1600,[London] :,"Printed by Edm. Bollifant, for Edward Blount,",Insanity -- Early works to 1800.,6,Nonfictional Prose,1600,51049
44,A01594.headed.txt,A01594_1562_Thelavvesandstatutes.txt,"The lavves and statutes of Geneua as well concerning ecclesiastical discipline, as ciuill regiment, with certeine proclamations duly executed, whereby Gods religion is most purelie mainteined, and their common wealth quietli gouerned: translated out of Fr","Geneva (Switzerland)|Fills, Robert, fl. 1562,",1562,Printed at London :,"By Rouland Hall [and Thomas Hacket], dwellyng in Gutter Lane, at the sygne of the halfe Egle and the Keye,",Church discipline -- Early works to 1800.|Ecclesiastical law -- Switzerland -- Geneva -- Early works to 1800.|Church and state -- Switzerland -- Early works to 1800.,8,Legal Decree,1560,35846
45,A01600.headed.txt,A01600_1614_ThelifeanddeathofMrE.txt,"The life and death of Mr. Edmund Geninges priest, crowned with martyrdome at London, the 10. day of Nouember, in the yeare M.D.XCI.","Geninges, John, d. 1660.|Baes, Martin,|Wilson, John, ca. 1575-ca. 1645?,",1614,At S. Omers :,"By Charles Boscard,","Geninges, Edmund, -- Saint, -- 1567-1591 -- Early works to 1800.",7,Biography,1610,18871
46,A01618.headed.txt,A01618_1569_Theofspringofthehous.txt,"The ofspring of the house of Ottomanno and officers pertaining to the greate Turkes court. Whereunto is added Bartholomeus Georgieuiz Epitome, of the customes rytes, ceremonies, and religion of the Turkes: with the miserbale affliction of those Christians",,1569,Imprinted at London :,"In Fletestreate, neare vnto saint Dunstones church by Thomas Marshe,",Prisoners of war -- Early works to 1800.|Turkey -- History -- 1453-1683.,6,Nonfictional Prose,1560,29738
47,A01700.headed.txt,A01700_1620_Asermonofecclesiasti.txt,"A sermon of ecclesiastical benediction preached at Oundle at a visitation, Apr. 14. 1619. by Master Samuel Gibson, minister at Burleigh in Rutland.","Gibson, Samuel.",1620,At London :,"Imprinted by F[elix] K[ingston] for William Barringer, at the great north-doore of Pauls,","Sermons, English -- 17th century.",1,Sermons,1620,12333
48,A01706.headed.txt,A01706_1548_AbrevecronycleoftheB.txt,A breve cronycle of the Bysshope of Romes blessynge and of his prelates beneficiall and charitable rewardes. from the tyme of Kynge Heralde vnto this daye.|Breve cronycle of the Bysshope of Romes blessynge|Breve cronycle of the Bysshope of Romes blessynge,"Gybson, Thomas, d. 1562.",1548,Imprinted at London :,"By [R. Wyer for] Iohn Daye, dwellyng in Sepulchres parish at the signe of the Resurrection a lytle aboue Holbourne Conduite. Cum priuilegio regali, ad imprimendum solum,",Catholic Church -- Controversial literature.,7,History,1540,1757
49,A01810.headed.txt,A01810_1628_RerumAnglicarumHenri.txt,,"Godwin, Francis, 1562-1633.",1628,Londini :,"[Printed by Thomas Harper] apud Ioannem Billium, typographum Regium,","Great Britain -- History -- Tudors, 1485-1603 -- Early works to 1800.",12,Latin,1620,91911
50,A01828.headed.txt,A01828_1533_Thelegacyeorembassat.txt,"The legacye or embassate of the great emperour of Inde prester Iohn, vnto Emanuell kynge of Portyngale, in the yere of our lorde M. v.C.xiii. Of the fayth of the Indyans, ceremonyes, relygyons []c. Of the patryarche [and] his offyce. Of the realme, state,",,1533,[[London] :,"Printed by w. Rastell in Fletestrete in saynte Brydys chyrch yarde,","Manuel, -- I, -- King of Portugal, -- 1469-1521 -- Early works to 1800.|Voyages and travels -- Early works to 1800.|Portugal -- History -- Manuel, 1495-1521 -- Early works to 1800.",6,Religious Prose,1530,11004
51,A01910.headed.txt,A01910_1569_Anewebookecalledthes.txt,"A newe booke called the shippe of safegard, wrytten by G.B. Anno. 1569.|The shippe of safegard.|Ship of safegard.|Shippe of safegard.","Googe, Barnabe, 1540-1594.",1569,Imprinted at London :,"By W. Seres,",,19,Narrative Verse,1560,20660
52,A01920.headed.txt,A01920_1604_EnotikonorAsermonoft.txt,,"Gordon, John, 1544-1619.",1604,Londini :,"[Printed by Eliot's Court Press] impensis Georgii Bishop,","Sermons, English -- 17th century.|Great Britain -- History -- James I, 1603-1625 -- Sermons.",6,Sermons,1600,16569
53,A01971.headed.txt,A01971_1615_AnexpositionoftheSon.txt,"An exposition of the Song of Solomon: called Canticles. Together with profitable obseruations, collected out of the same. Perused and published by William Gouge, preacher of Gods Word in Black-Friers, London.","Finch, Henry, Sir, d. 1625.|Gouge, William, 1578-1653,",1615,London :,"Printed by Iohn Beale dwelling in Aldersgate streete and are there to be solde,",Bible. -- O.T. -- Song of Solomon -- Commentaries -- Early works to 1800.,1,Religious Prose,1610,34782
54,A01975.headed.txt,A01975_1626_AguidetogoetoGodorAn.txt,"A guide to goe to God: or, An explanation of the perfect patterne of prayer, the Lords prayer. By William Gouge, B. in D. and minister of Gods Word in Black-Friers London.|Guide to goe to God|Explanation of the perfect patterne of prayer, the Lords prayer","Gouge, William, 1578-1653.",1626,At London :,"Printed by G. M[iller] and R. B[adger] for Edward Brewster, and are to be sold at his shop neere the great north dore of St. Pauls Church, at the signe of the Bible,",Lord's prayer -- Early works to 1800.,1,Religious Prose,1620,145020
55,A01979.headed.txt,A01979_1619_ThevvholearmorofGodo.txt,"The vvhole-armor of God: or A Christians spiritual furniture, to keepe him safe from all the assaults of Satan. First preached, and now the second time published and enlarged for the good of all such as well vse it:whereunto is also added a treatise of th","Gouge, William, 1578-1653.",1619,At London :,"Printed by Iohn Beale,","Spiritual life -- Modern period, 1500-.|Sin, Unpardonable -- Early works to 1800.",1,Religious Prose,1610,226576
56,A01988.headed.txt,A01988_1561_Agodlybokewhereinisc.txt,"A godly boke wherein is contayned certayne fruitefull, godlye, and necessarye rules, to bee exercised [et] put in practise by all Christes souldiers lyuynge in the campe of this worlde.|Godly boke wherein is contayned certayne fruitefull, godlye, and nece","Erasmus, Desiderius, d. 1536.|Artour, Thomas.|Gough, John, fl. 1561-1570.",1561,[Imprynted at London :,"By VVyllyam Seres dvvellynge at the vveste ende of Paules Churche, at the sygne of the Hedgehogge],",Christian life -- Early works to 1800.,1,Religious Prose,1560,44965
57,A02122.headed.txt,A02122_1584_GvvydoniusThecardeof.txt,"Gvvydonius. The carde of fancie wherein the folly of those carpet knights is decyphered, which guyding their course by the compasse of Cupid, either dash their ship against most daungerous rocks, or els attaine the hauen with paine and perill. Wherein als",,1584,At London :,"Imprinted [by T. East] for VVilliam Posonby,",,17,Nonfictional Prose,1580,55064
58,A02129.headed.txt,A02129_1583_MamilliaAmirrourorlo.txt,"Mamillia. A mirrour or looking-glasse for the ladies of Englande. Wherein is disciphered, howe gentlemen vnder the perfect substaunce of pure loue, are oft inueigled with the shadowe of lewde lust: and their firme faith, brought a sleepe by fading fancie:","Greene, Robert, 1558?-1592.",1583,Imprinted at London :,"[By T. Dawson] for Thomas Woodcocke,",Women -- Conduct of life -- Early works to 1800.,17,Nonfictional Prose,1580,34455
59,A02138.headed.txt,A02138_1584_Themyrrourofmodestie.txt,"The myrrour of modestie wherein appeareth as in a perfect glasse howe the Lorde deliuereth the innocent from all imminent perils, and plagueth the bloudthirstie hypocrites with deserued punishments. Shewing that the graie heades of dooting adulterers shal","Greene, Robert, 1558?-1592.",1584,Imprinted at London :,"By Roger Warde, dwelling at the signe of the Talbot neere vnto Holburne Conduit,",,5,Religious Prose,1580,8862
60,A02143.headed.txt,A02143_1588_Pandostothetriumphof.txt,"Pandosto the triumph of time. VVherein is discouered by a pleasant historie, that although by the meanes of sinister fortune truth may be concealed, yet by time in spight of fortune it is most manifestlie reuealed. Pleasant for age to auoyde drowsie thoug","Greene, Robert, 1558-1592.",1588,Imprinted at London :,"By Thomas Orwin for Thomas Cadman, dwelling at the signe of the Bible, neere vnto the north doore of Paules,","Shakespeare, William, -- 1564-1616. -- Winter's Tale -- Sources -- Early Works to 1800.",7,Fictional Prose,1580,19605
61,A02148.headed.txt,A02148_1638_Meditationsanddisqui.txt,"Meditations and disquisitions upon the first Psalme of Dauid. Blessed is the man. By Sr. Richard Baker, Knight.|Meditations and disquisitions upon the first Psalme of David|Meditations and disquisitions upon the first Psalme of David.","Baker, Richard, Sir, 1568-1645.",1638,London :,"Printed by Edward Griffin, for Anne Bowler, and are to be sold at the Marigold, in Pauls Church-yard,",Bible. -- O.T. -- Psalms I -- Commentaries.,1,Religious Prose,1630,42091
62,A02167.headed.txt,A02167_1590_TheRoyalExchangeCont.txt,"The Royal Exchange. Contayning sundry aphorismes of phylosophie, and golden principles of morrall and naturall quadruplicities. Vnder pleasant and effectuall sentences, dyscouering such strange definitions, deuisions, and distinctions of vertue and vice, ","Rinaldi, Oraziofin id s105920/upd.|Greene, Robert, 1558?-1592,",1590,At London :,"Printed by I. Charlewood for William VVright,",,1,Philosophy,1590,22291
